2016 Immigration policy,2020 For whom R voted (pre/early),2020 Media: TV mention,2016 Feeling Therm: Rep Party,2016 Death penalty (summary),2016 Voted in Nov election (post),2020 Media: Radio mention,2016 Media: TV news mention,2020 Party ID (basic),2020 Lib-Con 7pt scale,2020 Media: Internet mention,2020 Gun stance (difficulty buying),2016 Forced Lib or Con,Original (2016) Westat Case ID,2016 Race summary,2016 Media: Newspapers mention,2016 Attention to news,2016 For whom R voted (post),2016 ACA (2010 health care) favor/oppose,2020 For whom R voted (post),2020 Feeling Therm: Dem Party,2016 Post-election weight (full),2016 Attention to politics,2020 Attention to politics,2020 Where R is registered (pre),2016 Case ID,2016 Feeling Therm: Dem Party,2020 Voted in Nov election (post),2020 Media: Newspapers mention,2016 Party ID summary,2020 Interest in campaigns,2020 Forced Lib or Con,2016 Education level,2020 Already voted (pre),2020 Hispanic indicator,2016 Lib-Con 7pt scale,2016 Party ID (basic),2020 Age (summary),2020 Case ID,2016 Pre-election weight (full),2016 Gun stance (make it more difficult),2020 Race/Ethnicity (summary),2016 Media: Radio mention,2020 Death penalty (summary),2020 ACA approval (summary),2016 Registered to vote (pre),Panel post-election weight (2016-2020),2016 Strength of Party ID,2020 Media: No mention,2016 For whom R voted (pre),2020 Party ID summary,2020 Strength of Party ID,2020 Immigration policy,2016 Hispanic indicator,2016 Interest in campaigns,2020 Mode of interview (pre),Panel pre-election weight (2016-2020),2020 Education level,2020 Feeling Therm: Rep Party,2016 Age group,2016 Mode of interview,2016 Voted for President (pre)
3.0,-1.0,1.0,15.0,1.0,4.0,0.0,1.0,1.0,3.0,1.0,1.0,-1.0,406142.0,1.0,1.0,2.0,1.0,2.0,1.0,85.0,1.1661,2.0,2.0,1.0,4423.0,70.0,4.0,1.0,1.0,1.0,-1.0,9.0,2.0,2.0,2.0,1.0,80.0,219163.0,1.1311,1.0,1.0,1.0,4.0,1.0,1.0,0.9891948441255454,1.0,0.0,-1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0067044355413564,2.0,15.0,13.0,2.0,-1.0
2.0,-1.0,1.0,15.0,2.0,4.0,1.0,1.0,3.0,4.0,1.0,-6.0,-1.0,406144.0,5.0,0.0,3.0,1.0,1.0,-6.0,75.0,0.9932,3.0,2.0,1.0,4424.0,70.0,-6.0,0.0,3.0,2.0,1.0,14.0,2.0,1.0,3.0,3.0,-9.0,224189.0,0.9571,1.0,3.0,0.0,-2.0,-6.0,1.0,,-1.0,0.0,-1.0,3.0,-1.0,2.0,1.0,2.0,3.0,0.6746749521478308,7.0,0.0,11.0,2.0,-1.0
1.0,-1.0,1.0,85.0,1.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,3.0,406147.0,1.0,0.0,1.0,2.0,7.0,2.0,0.0,0.5958,2.0,1.0,1.0,4426.0,30.0,4.0,1.0,4.0,1.0,2.0,16.0,2.0,2.0,4.0,3.0,71.0,227737.0,0.6115,2.0,5.0,1.0,1.0,7.0,1.0,0.5037877465871222,-1.0,0.0,-1.0,4.0,-1.0,4.0,2.0,1.0,3.0,0.5325106715339887,8.0,90.0,11.0,2.0,-1.0
3.0,-1.0,1.0,70.0,2.0,-1.0,0.0,1.0,3.0,4.0,0.0,3.0,3.0,406154.0,1.0,0.0,2.0,-1.0,4.0,2.0,60.0,1.8647,2.0,2.0,1.0,4429.0,70.0,4.0,0.0,4.0,2.0,2.0,9.0,2.0,2.0,4.0,3.0,63.0,225694.0,1.8207,1.0,1.0,0.0,2.0,7.0,3.0,1.9302898952403176,-1.0,0.0,-1.0,5.0,-1.0,3.0,2.0,2.0,3.0,1.9849791534310377,2.0,85.0,10.0,2.0,-1.0
4.0,-1.0,1.0,100.0,1.0,4.0,1.0,1.0,2.0,7.0,0.0,3.0,-1.0,406160.0,1.0,0.0,3.0,2.0,7.0,2.0,0.0,0.6138,4.0,4.0,1.0,4432.0,50.0,4.0,0.0,7.0,1.0,-1.0,13.0,2.0,2.0,6.0,2.0,75.0,207665.0,0.6324,3.0,1.0,1.0,1.0,4.0,1.0,0.5192947973398062,1.0,0.0,-1.0,7.0,1.0,3.0,2.0,2.0,3.0,0.5222689517292307,6.0,100.0,12.0,2.0,-1.0
1.0,-1.0,1.0,50.0,1.0,4.0,1.0,1.0,1.0,99.0,1.0,1.0,3.0,406170.0,2.0,0.0,2.0,1.0,1.0,1.0,85.0,0.5149,1.0,1.0,1.0,4435.0,85.0,4.0,0.0,1.0,1.0,2.0,8.0,1.0,2.0,99.0,1.0,63.0,224783.0,0.5688,1.0,2.0,0.0,1.0,1.0,1.0,0.538924063599803,1.0,0.0,-1.0,1.0,1.0,4.0,2.0,1.0,3.0,0.5638716521756243,1.0,30.0,9.0,2.0,-1.0
1.0,-1.0,1.0,60.0,1.0,4.0,1.0,1.0,2.0,6.0,1.0,2.0,-1.0,406174.0,1.0,0.0,1.0,2.0,7.0,2.0,0.0,0.424,1.0,1.0,2.0,4436.0,15.0,4.0,0.0,5.0,1.0,-1.0,13.0,2.0,2.0,5.0,3.0,51.0,225144.0,0.3894,3.0,1.0,1.0,1.0,7.0,2.0,0.3283619348539779,-1.0,0.0,-1.0,7.0,1.0,2.0,2.0,1.0,3.0,0.3657236092584692,6.0,60.0,7.0,2.0,-1.0
3.0,1.0,1.0,40.0,2.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,406176.0,1.0,1.0,1.0,2.0,1.0,-1.0,40.0,0.7663,2.0,1.0,1.0,4437.0,42.0,-1.0,1.0,6.0,1.0,-1.0,14.0,1.0,2.0,4.0,2.0,58.0,233480.0,0.7947,1.0,1.0,1.0,1.0,2.0,1.0,0.637612744619784,2.0,0.0,-1.0,7.0,1.0,3.0,2.0,1.0,3.0,0.6988673591404462,7.0,30.0,13.0,2.0,-1.0
3.0,-1.0,0.0,50.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,406181.0,1.0,0.0,4.0,-1.0,7.0,2.0,30.0,0.3611,4.0,4.0,1.0,4438.0,50.0,4.0,0.0,2.0,2.0,-1.0,12.0,2.0,2.0,99.0,1.0,55.0,209043.0,0.3837,1.0,1.0,0.0,1.0,1.0,2.0,0.4244729886593715,2.0,0.0,-1.0,7.0,1.0,1.0,2.0,3.0,3.0,0.4408292583866238,4.0,100.0,8.0,2.0,-1.0
3.0,-1.0,1.0,71.0,1.0,1.0,0.0,1.0,2.0,99.0,1.0,3.0,2.0,406186.0,1.0,0.0,1.0,-1.0,7.0,2.0,0.0,0.7481,2.0,2.0,1.0,4439.0,33.0,4.0,0.0,7.0,1.0,2.0,11.0,2.0,2.0,99.0,2.0,67.0,225618.0,0.7678,3.0,1.0,0.0,1.0,7.0,1.0,0.6564067362368851,1.0,0.0,-1.0,7.0,1.0,1.0,2.0,1.0,3.0,0.7005849453835118,3.0,85.0,10.0,2.0,-1.0
4.0,-1.0,1.0,0.0,1.0,-1.0,0.0,1.0,1.0,6.0,0.0,1.0,-1.0,406196.0,5.0,1.0,3.0,-1.0,2.0,1.0,100.0,1.0744,4.0,4.0,1.0,4442.0,100.0,4.0,0.0,1.0,1.0,-1.0,9.0,2.0,1.0,1.0,1.0,24.0,236359.0,1.0568,1.0,3.0,1.0,1.0,1.0,1.0,0.8830371711991437,1.0,0.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0652548065716418,1.0,0.0,1.0,2.0,1.0
2.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0,406198.0,5.0,0.0,4.0,-1.0,7.0,-1.0,75.0,0.6241,3.0,4.0,2.0,4443.0,100.0,-1.0,1.0,2.0,2.0,-1.0,11.0,1.0,1.0,2.0,1.0,35.0,232333.0,0.6622,2.0,3.0,0.0,3.0,2.0,3.0,0.6224942082830918,2.0,0.0,-1.0,1.0,1.0,4.0,1.0,2.0,3.0,0.673214901978752,6.0,0.0,4.0,2.0,-1.0
3.0,-1.0,1.0,82.0,1.0,4.0,0.0,1.0,2.0,5.0,1.0,3.0,-1.0,406203.0,1.0,1.0,3.0,2.0,5.0,2.0,15.0,0.8565,2.0,2.0,1.0,4445.0,14.0,4.0,1.0,7.0,2.0,-1.0,13.0,2.0,2.0,5.0,2.0,43.0,230788.0,0.859,1.0,1.0,1.0,1.0,6.0,1.0,0.6654796895153681,1.0,0.0,-1.0,7.0,1.0,3.0,2.0,1.0,3.0,0.751426770978184,6.0,80.0,5.0,2.0,-1.0
3.0,-1.0,1.0,0.0,3.0,4.0,0.0,1.0,1.0,99.0,0.0,3.0,3.0,406204.0,5.0,0.0,2.0,1.0,4.0,1.0,100.0,0.4619,3.0,4.0,1.0,4446.0,100.0,4.0,0.0,2.0,3.0,1.0,11.0,2.0,1.0,99.0,1.0,55.0,210142.0,0.4637,1.0,3.0,1.0,3.0,4.0,1.0,0.3862829025784244,2.0,0.0,-1.0,2.0,2.0,4.0,1.0,2.0,3.0,0.4610474755549654,3.0,50.0,8.0,2.0,-1.0
3.0,-1.0,0.0,60.0,2.0,4.0,1.0,0.0,3.0,5.0,1.0,1.0,3.0,406206.0,1.0,1.0,3.0,1.0,2.0,-1.0,40.0,0.4103,2.0,2.0,1.0,4447.0,40.0,4.0,1.0,4.0,2.0,-1.0,14.0,2.0,2.0,4.0,3.0,60.0,230955.0,0.4129,1.0,1.0,0.0,3.0,1.0,1.0,0.4567537733586729,-1.0,0.0,-1.0,5.0,-1.0,4.0,2.0,1.0,3.0,0.3286929068413878,7.0,60.0,9.0,2.0,-1.0
1.0,-1.0,1.0,70.0,2.0,4.0,1.0,1.0,2.0,6.0,0.0,1.0,-1.0,406212.0,1.0,1.0,2.0,2.0,7.0,2.0,0.0,0.8092,2.0,2.0,1.0,4448.0,0.0,4.0,1.0,7.0,1.0,-1.0,13.0,2.0,2.0,6.0,2.0,80.0,232074.0,0.8001,1.0,1.0,0.0,2.0,7.0,1.0,0.6294582847387004,1.0,0.0,-1.0,7.0,1.0,3.0,2.0,1.0,3.0,0.6579790977489812,6.0,85.0,13.0,2.0,-1.0
1.0,-1.0,1.0,15.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,406217.0,2.0,0.0,3.0,1.0,2.0,1.0,70.0,0.6677,2.0,2.0,2.0,4449.0,70.0,4.0,1.0,2.0,1.0,2.0,12.0,2.0,2.0,99.0,1.0,61.0,218290.0,0.7382,1.0,2.0,1.0,4.0,2.0,1.0,0.6832376883671516,2.0,0.0,-1.0,2.0,2.0,1.0,2.0,1.0,3.0,0.7817332557326093,5.0,0.0,9.0,2.0,-1.0
3.0,-1.0,1.0,33.0,4.0,4.0,0.0,1.0,3.0,4.0,0.0,3.0,-1.0,406221.0,1.0,1.0,4.0,2.0,7.0,1.0,-9.0,0.8587,2.0,1.0,1.0,4451.0,5.0,4.0,1.0,5.0,2.0,2.0,14.0,2.0,2.0,5.0,3.0,73.0,214847.0,0.8491,3.0,1.0,1.0,1.0,4.0,1.0,0.6233911633818053,-1.0,0.0,-1.0,5.0,-1.0,4.0,2.0,3.0,3.0,0.6984727903612403,7.0,-9.0,12.0,2.0,-1.0
3.0,-1.0,1.0,47.0,4.0,-1.0,0.0,1.0,3.0,99.0,0.0,2.0,-1.0,406225.0,2.0,1.0,3.0,-1.0,1.0,-1.0,25.0,1.2467,2.0,4.0,3.0,4453.0,65.0,1.0,0.0,2.0,2.0,2.0,9.0,2.0,2.0,3.0,1.0,21.0,200947.0,1.0843,1.0,2.0,0.0,3.0,4.0,3.0,1.4331344040468772,2.0,0.0,-1.0,4.0,-1.0,3.0,2.0,2.0,3.0,1.427086151795152,3.0,15.0,10.0,2.0,-1.0
2.0,-1.0,-9.0,50.0,2.0,4.0,-9.0,-5.0,1.0,99.0,-9.0,3.0,3.0,406226.0,6.0,-5.0,4.0,7.0,6.0,5.0,50.0,0.6589,3.0,3.0,1.0,4454.0,50.0,4.0,-9.0,4.0,3.0,1.0,95.0,2.0,2.0,99.0,3.0,33.0,206129.0,0.6008,3.0,1.0,-5.0,1.0,4.0,1.0,0.4965616774809798,-1.0,-9.0,-1.0,2.0,2.0,2.0,2.0,3.0,3.0,0.5699872116823783,3.0,50.0,10.0,2.0,-1.0
3.0,-1.0,0.0,60.0,1.0,4.0,0.0,1.0,3.0,5.0,0.0,3.0,-1.0,406234.0,1.0,0.0,2.0,2.0,7.0,2.0,30.0,1.4755,2.0,2.0,1.0,4456.0,30.0,4.0,0.0,5.0,1.0,-1.0,9.0,2.0,2.0,5.0,3.0,80.0,201360.0,1.4466,1.0,1.0,1.0,1.0,4.0,1.0,1.268929012773906,-1.0,1.0,-1.0,5.0,-1.0,3.0,2.0,1.0,3.0,1.3195479611389087,2.0,85.0,13.0,2.0,-1.0
2.0,-1.0,1.0,80.0,1.0,4.0,1.0,1.0,2.0,6.0,1.0,1.0,-1.0,406235.0,1.0,1.0,3.0,2.0,7.0,2.0,40.0,0.6962,4.0,2.0,1.0,4457.0,15.0,4.0,0.0,6.0,2.0,-1.0,13.0,2.0,2.0,5.0,2.0,36.0,210227.0,0.6998,3.0,1.0,0.0,1.0,7.0,2.0,0.5393222810234003,2.0,0.0,-1.0,7.0,1.0,3.0,2.0,2.0,3.0,0.5717543357240243,6.0,85.0,4.0,2.0,-1.0
3.0,-1.0,1.0,70.0,1.0,4.0,1.0,1.0,2.0,6.0,1.0,3.0,-1.0,406238.0,1.0,0.0,3.0,2.0,6.0,2.0,0.0,1.1919,3.0,4.0,1.0,4459.0,30.0,4.0,1.0,6.0,2.0,-1.0,13.0,2.0,2.0,6.0,2.0,67.0,232241.0,1.2003,1.0,1.0,1.0,2.0,6.0,1.0,1.053301327316775,2.0,0.0,-1.0,7.0,1.0,3.0,2.0,1.0,3.0,1.028995893028658,6.0,85.0,10.0,2.0,-1.0
1.0,-1.0,1.0,-99.0,3.0,4.0,0.0,0.0,2.0,99.0,0.0,2.0,3.0,406239.0,6.0,0.0,3.0,2.0,4.0,-1.0,0.0,0.6121,3.0,3.0,1.0,4460.0,-99.0,3.0,0.0,6.0,1.0,-9.0,13.0,2.0,2.0,99.0,2.0,71.0,206167.0,0.6672,2.0,2.0,0.0,4.0,4.0,1.0,0.9690008672768275,2.0,0.0,-1.0,6.0,2.0,1.0,2.0,2.0,3.0,0.693746596497437,6.0,0.0,11.0,2.0,-1.0
3.0,-1.0,0.0,15.0,-2.0,4.0,0.0,1.0,5.0,4.0,0.0,1.0,3.0,406240.0,1.0,1.0,3.0,2.0,4.0,2.0,30.0,0.3963,3.0,4.0,1.0,4461.0,15.0,4.0,0.0,5.0,3.0,1.0,15.0,2.0,2.0,4.0,3.0,80.0,219170.0,0.3959,1.0,1.0,0.0,3.0,2.0,1.0,0.3716601625361813,-1.0,1.0,-1.0,5.0,-1.0,2.0,2.0,2.0,3.0,0.3679389202078205,7.0,60.0,13.0,2.0,-1.0
3.0,-1.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,406243.0,6.0,0.0,3.0,-9.0,1.0,-1.0,80.0,0.3828,2.0,3.0,3.0,4462.0,85.0,1.0,0.0,1.0,1.0,1.0,13.0,2.0,2.0,99.0,1.0,63.0,224462.0,0.3899,1.0,2.0,1.0,4.0,1.0,3.0,0.5360979872764088,1.0,0.0,-1.0,1.0,1.0,3.0,2.0,1.0,3.0,0.373262558763972,6.0,0.0,9.0,2.0,-1.0
2.0,-1.0,1.0,15.0,1.0,4.0,1.0,1.0,3.0,4.0,0.0,1.0,-1.0,406249.0,1.0,0.0,3.0,1.0,6.0,1.0,1.0,0.768,2.0,3.0,1.0,4466.0,0.0,4.0,1.0,5.0,3.0,2.0,10.0,2.0,2.0,6.0,3.0,68.0,232005.0,0.7674,1.0,1.0,1.0,2.0,1.0,1.0,0.6548110671152807,-1.0,0.0,-1.0,5.0,-1.0,3.0,2.0,3.0,3.0,0.6733937100192172,2.0,0.0,10.0,2.0,-1.0
3.0,-1.0,1.0,50.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,406252.0,1.0,0.0,4.0,-1.0,6.0,1.0,75.0,0.4318,4.0,3.0,1.0,4467.0,50.0,4.0,1.0,1.0,1.0,-1.0,13.0,2.0,2.0,99.0,1.0,49.0,210722.0,0.4512,2.0,1.0,0.0,4.0,1.0,1.0,0.3743954838575883,1.0,0.0,-1.0,1.0,1.0,3.0,2.0,2.0,3.0,0.4117736951082336,7.0,5.0,7.0,2.0,-1.0
3.0,-1.0,1.0,15.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,-1.0,406254.0,6.0,1.0,3.0,1.0,2.0,1.0,85.0,1.1489,3.0,2.0,1.0,4469.0,85.0,4.0,1.0,1.0,1.0,-1.0,13.0,2.0,2.0,2.0,1.0,63.0,222855.0,1.0871,1.0,2.0,1.0,4.0,1.0,1.0,1.2885841039810133,1.0,0.0,-1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.133724572124602,6.0,15.0,10.0,2.0,-1.0
3.0,-1.0,1.0,50.0,1.0,4.0,0.0,1.0,1.0,4.0,0.0,1.0,3.0,406257.0,2.0,0.0,2.0,1.0,4.0,1.0,85.0,3.7576,2.0,2.0,1.0,4470.0,100.0,4.0,0.0,6.0,2.0,2.0,9.0,2.0,2.0,99.0,2.0,51.0,213974.0,3.5082,1.0,2.0,0.0,3.0,1.0,1.0,3.881732373381984,2.0,0.0,-1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.714207393337238,2.0,70.0,7.0,2.0,-1.0
3.0,-1.0,1.0,69.0,1.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,-1.0,406259.0,1.0,1.0,3.0,1.0,7.0,1.0,60.0,0.8885,2.0,2.0,1.0,4472.0,40.0,4.0,1.0,6.0,1.0,1.0,14.0,2.0,2.0,5.0,2.0,55.0,208545.0,0.9333,1.0,1.0,1.0,2.0,1.0,2.0,0.652917705315098,2.0,0.0,-1.0,3.0,-1.0,3.0,2.0,1.0,3.0,0.6950678828007364,6.0,40.0,8.0,2.0,-1.0
4.0,-1.0,1.0,15.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,-1.0,406263.0,1.0,0.0,3.0,1.0,1.0,1.0,70.0,0.4142,3.0,2.0,2.0,4474.0,85.0,4.0,0.0,3.0,2.0,-1.0,14.0,2.0,2.0,2.0,3.0,41.0,232906.0,0.4498,1.0,1.0,1.0,3.0,1.0,1.0,0.339513261774527,-1.0,0.0,-1.0,3.0,-1.0,4.0,2.0,1.0,3.0,0.3418287417169651,7.0,20.0,5.0,2.0,-1.0
1.0,1.0,1.0,100.0,1.0,4.0,0.0,1.0,3.0,99.0,0.0,1.0,1.0,406264.0,1.0,1.0,3.0,1.0,2.0,-1.0,-9.0,1.3859,2.0,3.0,1.0,4475.0,70.0,-1.0,1.0,6.0,2.0,2.0,9.0,1.0,2.0,99.0,2.0,70.0,200107.0,1.3139,1.0,1.0,0.0,1.0,5.0,1.0,1.2678962566631116,2.0,0.0,-1.0,4.0,-1.0,1.0,2.0,2.0,3.0,1.2178901983982957,2.0,-9.0,11.0,2.0,-1.0
2.0,-1.0,1.0,50.0,1.0,4.0,1.0,1.0,3.0,99.0,1.0,1.0,-1.0,406265.0,1.0,1.0,4.0,1.0,2.0,1.0,50.0,1.6212,5.0,3.0,1.0,4476.0,15.0,4.0,1.0,4.0,3.0,2.0,9.0,2.0,2.0,5.0,3.0,50.0,227287.0,1.6128,3.0,1.0,1.0,1.0,4.0,2.0,1.332905015711557,-1.0,0.0,-1.0,4.0,-1.0,4.0,2.0,2.0,3.0,1.4288724715455658,2.0,50.0,7.0,2.0,-1.0
1.0,-1.0,1.0,35.0,1.0,4.0,0.0,1.0,2.0,6.0,1.0,3.0,-1.0,406266.0,1.0,0.0,2.0,3.0,4.0,2.0,15.0,0.8273,3.0,4.0,1.0,4477.0,50.0,4.0,0.0,2.0,3.0,-1.0,10.0,2.0,2.0,3.0,1.0,36.0,228754.0,0.8674,3.0,1.0,0.0,1.0,4.0,1.0,0.6697805815360556,2.0,0.0,-1.0,6.0,2.0,1.0,2.0,2.0,3.0,0.6913675929651072,3.0,85.0,4.0,2.0,-1.0
3.0,-1.0,1.0,30.0,3.0,4.0,1.0,1.0,-9.0,5.0,1.0,3.0,-1.0,406269.0,1.0,1.0,3.0,5.0,6.0,2.0,0.0,0.8553,2.0,3.0,1.0,4478.0,30.0,4.0,1.0,2.0,1.0,-1.0,11.0,2.0,2.0,6.0,1.0,56.0,223339.0,0.8707,1.0,1.0,1.0,-2.0,6.0,1.0,0.6916917771681125,2.0,0.0,-1.0,5.0,-1.0,3.0,2.0,1.0,3.0,0.7144603008665155,4.0,85.0,8.0,2.0,-1.0
4.0,-1.0,1.0,70.0,4.0,4.0,0.0,1.0,2.0,7.0,0.0,3.0,-1.0,406275.0,1.0,0.0,2.0,2.0,7.0,2.0,0.0,0.6804,2.0,2.0,1.0,4480.0,50.0,4.0,0.0,4.0,2.0,-1.0,10.0,2.0,2.0,5.0,3.0,42.0,215420.0,0.7229,1.0,1.0,1.0,1.0,6.0,1.0,0.6709656731587416,-1.0,0.0,-1.0,7.0,1.0,2.0,2.0,2.0,3.0,0.6930841831021541,3.0,85.0,5.0,2.0,-1.0
1.0,-1.0,1.0,40.0,1.0,4.0,0.0,1.0,1.0,99.0,0.0,1.0,3.0,406280.0,1.0,1.0,5.0,2.0,7.0,1.0,85.0,1.6665,4.0,2.0,3.0,4481.0,48.0,4.0,1.0,2.0,1.0,2.0,10.0,2.0,2.0,99.0,1.0,62.0,206013.0,1.69,3.0,1.0,0.0,1.0,1.0,1.0,1.373630739049232,2.0,0.0,-1.0,2.0,2.0,3.0,2.0,3.0,3.0,1.4817210379267636,3.0,40.0,9.0,2.0,-1.0
3.0,-1.0,1.0,30.0,1.0,1.0,1.0,1.0,2.0,99.0,1.0,3.0,-1.0,406284.0,1.0,1.0,4.0,-1.0,4.0,2.0,0.0,1.2149,3.0,2.0,1.0,4482.0,50.0,4.0,1.0,4.0,2.0,2.0,9.0,2.0,2.0,5.0,3.0,63.0,229276.0,1.2186,1.0,1.0,1.0,1.0,4.0,1.0,1.1044843248560947,-1.0,0.0,-1.0,7.0,1.0,1.0,2.0,3.0,3.0,1.2005564570312428,2.0,70.0,9.0,2.0,-1.0
3.0,-1.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,4.0,1.0,1.0,-1.0,406285.0,3.0,0.0,3.0,-1.0,1.0,1.0,70.0,1.199,1.0,1.0,1.0,4483.0,85.0,4.0,0.0,4.0,2.0,1.0,9.0,2.0,2.0,3.0,3.0,73.0,205034.0,1.0532,1.0,4.0,0.0,1.0,1.0,1.0,1.2793647835312836,-1.0,0.0,-1.0,3.0,-1.0,3.0,2.0,2.0,3.0,1.296670023122493,2.0,0.0,11.0,2.0,-1.0
2.0,-1.0,1.0,50.0,1.0,-1.0,1.0,1.0,2.0,6.0,0.0,3.0,-1.0,406288.0,1.0,0.0,2.0,-1.0,6.0,2.0,15.0,0.6249,2.0,2.0,1.0,4484.0,15.0,4.0,0.0,7.0,1.0,-1.0,10.0,2.0,2.0,6.0,2.0,73.0,219071.0,0.6438,3.0,1.0,1.0,1.0,4.0,1.0,0.5248576419891807,1.0,0.0,2.0,7.0,1.0,3.0,2.0,2.0,3.0,0.5682008333672504,1.0,85.0,11.0,2.0,1.0
4.0,-1.0,1.0,0.0,3.0,-1.0,1.0,0.0,3.0,4.0,1.0,3.0,3.0,406291.0,1.0,0.0,3.0,-1.0,4.0,-1.0,50.0,1.5415,4.0,4.0,3.0,4485.0,0.0,1.0,1.0,4.0,2.0,2.0,10.0,2.0,2.0,99.0,3.0,22.0,220453.0,1.6438,2.0,1.0,1.0,3.0,5.0,3.0,1.8600228321184749,-1.0,0.0,-1.0,4.0,-1.0,1.0,2.0,3.0,3.0,1.454877357723811,3.0,50.0,1.0,2.0,-1.0
3.0,-1.0,0.0,70.0,4.0,3.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,406301.0,5.0,0.0,3.0,-1.0,1.0,-1.0,70.0,1.3217,4.0,3.0,1.0,4487.0,70.0,1.0,0.0,2.0,3.0,1.0,10.0,2.0,1.0,-9.0,1.0,24.0,209241.0,1.3358,1.0,3.0,1.0,3.0,4.0,2.0,1.529390780694884,2.0,0.0,-1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.2056208819596888,3.0,30.0,3.0,2.0,-1.0
3.0,-1.0,1.0,50.0,4.0,4.0,0.0,1.0,1.0,3.0,1.0,1.0,-1.0,406302.0,5.0,0.0,4.0,1.0,4.0,1.0,50.0,2.2971,3.0,3.0,1.0,4488.0,85.0,4.0,0.0,2.0,3.0,-1.0,10.0,2.0,1.0,3.0,1.0,23.0,224219.0,2.178,3.0,3.0,0.0,3.0,1.0,1.0,1.7229425844253703,2.0,0.0,-1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.9739204308114395,3.0,50.0,1.0,2.0,-1.0
3.0,-1.0,1.0,100.0,1.0,-1.0,1.0,0.0,2.0,6.0,1.0,2.0,-1.0,406305.0,1.0,0.0,1.0,-1.0,7.0,2.0,0.0,0.9418,1.0,1.0,2.0,4489.0,0.0,4.0,1.0,7.0,1.0,-1.0,13.0,2.0,2.0,5.0,2.0,53.0,214076.0,0.9713,3.0,1.0,1.0,1.0,7.0,1.0,0.7496781694454939,1.0,0.0,2.0,7.0,1.0,1.0,2.0,1.0,3.0,0.7820359659117159,6.0,100.0,7.0,2.0,1.0
3.0,-1.0,0.0,39.0,4.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,-1.0,406306.0,1.0,1.0,2.0,1.0,1.0,1.0,60.0,1.3401,2.0,2.0,1.0,4490.0,60.0,4.0,1.0,3.0,1.0,-1.0,15.0,2.0,2.0,3.0,3.0,60.0,200466.0,1.3996,1.0,1.0,0.0,4.0,1.0,1.0,1.1568657335131338,-1.0,0.0,-1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.2201825092140215,8.0,15.0,9.0,2.0,-1.0
3.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,-1.0,406307.0,5.0,1.0,3.0,-1.0,7.0,1.0,60.0,3.2781,3.0,2.0,1.0,4491.0,15.0,4.0,1.0,3.0,2.0,-1.0,3.0,2.0,1.0,3.0,5.0,37.0,213172.0,2.9657,3.0,3.0,1.0,1.0,1.0,1.0,2.9820503188747214,-1.0,0.0,-1.0,4.0,-1.0,3.0,1.0,2.0,3.0,3.1834242408827884,2.0,0.0,13.0,2.0,-1.0
1.0,-1.0,1.0,15.0,2.0,4.0,0.0,1.0,1.0,4.0,1.0,1.0,3.0,406320.0,1.0,1.0,3.0,1.0,2.0,1.0,70.0,0.7059,3.0,3.0,1.0,4494.0,60.0,4.0,1.0,1.0,2.0,1.0,14.0,2.0,2.0,4.0,1.0,72.0,234520.0,0.69,1.0,1.0,1.0,1.0,2.0,1.0,0.5314548013206782,1.0,0.0,-1.0,1.0,1.0,3.0,2.0,2.0,3.0,0.5854283805000033,7.0,15.0,11.0,2.0,-1.0
4.0,-1.0,1.0,15.0,1.0,-1.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0,406322.0,1.0,0.0,3.0,-1.0,1.0,1.0,50.0,0.7729,3.0,2.0,1.0,4495.0,85.0,4.0,0.0,1.0,2.0,-1.0,11.0,2.0,2.0,2.0,1.0,47.0,232715.0,0.7178,1.0,1.0,0.0,2.0,2.0,3.0,0.9165338022170204,1.0,0.0,-1.0,2.0,2.0,3.0,2.0,2.0,3.0,0.8953863747879817,4.0,50.0,6.0,2.0,-1.0
